Plant	Name of Plant	Plant Family	Virus Genome	Virus Type	Virus Family	Name of Virus	Virus Strain	Type of Extract	Active Class	Actve Compound	Title of Paper	Name of Author	Reference of Journal	PMID No.
	Zygophyllum quatarense	Zygophyllaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			Phytochemical screening and antiviral activity of some medicinal plants from the island Soqotra	Mothana RA. et. al.	Phytother Res. 2006 Apr;20(4):298-302	16557613
	Citrus hystrix	Rutaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Erythroxylum laurifolium	Erythroxylaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Lomatophyllum macrum	Aloaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Obetia ficifolia	Urticaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Olax psittacorum	Oleaceae			Picornaviridae	Poliovirus		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Pachypodium geayi	Apocynaceae			Picornaviridae	Poliovirus		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Psiadia dentata	Asteraceae			Picornaviridae	Poliovirus		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Psiadia retusa	Asteraceae			Picornaviridae	Poliovirus		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Senecio ambailla	Asteraceae			Picornaviridae	Poliovirus		Methanol extract			In vitro antiviral activity of thirty-six plants from La Reunion Island	Fortin H. et. al.	Fitoterapia. 2002 Jul;73(4):346-50	12234582
	Araucaria angustifolia	Araucariaceae	DNA	Class I	Herpesviridae	HSV		Ethyl acetate extract			Antiviral evaluation of plants from Brazilian Atlantic Tropical Forest	Andrighetti-Fröhner CR. et. al.	Fitoterapia. 2005 Jun;76(3-4):374-8	15890472
	Bromelia antiacantha	Bromeliaceae	DNA	Class I	Herpesviridae	HSV		Ethyl acetate extract			Antiviral evaluation of plants from Brazilian Atlantic Tropical Forest	Andrighetti-Fröhner CR. et. al.	Fitoterapia. 2005 Jun;76(3-4):374-8	15890472
	Cuphea carthagenensis	Lythraceae	DNA	Class I	Herpesviridae	HSV		n-Butanol extract			Antiviral evaluation of plants from Brazilian Atlantic Tropical Forest	Andrighetti-Fröhner CR. et. al.	Fitoterapia. 2005 Jun;76(3-4):374-8	15890472
	Lippia alba	Verbenaceae			Picornaviridae	Poliovirus		Dichloromethane extract			Antiviral evaluation of plants from Brazilian Atlantic Tropical Forest	Andrighetti-Fröhner CR. et. al.	Fitoterapia. 2005 Jun;76(3-4):374-8	15890472
	Tillandsia usneoides	Bromeliaceae			Picornaviridae	Poliovirus		Dichloromethane extract			Antiviral evaluation of plants from Brazilian Atlantic Tropical Forest	Andrighetti-Fröhner CR. et. al.	Fitoterapia. 2005 Jun;76(3-4):374-8	15890472
	Wilbrandia ebracteata	Cucurbitaceae	DNA	Class I	Herpesviridae	HSV		n-Butanol extract			Antiviral evaluation of plants from Brazilian Atlantic Tropical Forest	Andrighetti-Fröhner CR. et. al.	Fitoterapia. 2005 Jun;76(3-4):374-8	15890472
	Alamanda schottii	Apocynaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			Evaluation of Antiviral Activity of South American Plant Extracts Against Herpes Simplex Virus Type 1 and Rabies Virus	Müller V. et. al.	Phytother Res. 2007 Oct;21(10):970-4	17604374
	Ilex paraguariensis	Aquifoliaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			Evaluation of Antiviral Activity of South American Plant Extracts Against Herpes Simplex Virus Type 1 and Rabies Virus	Müller V. et. al.	Phytother Res. 2007 Oct;21(10):970-4	17604374
	Lafoensia pacari	Lythraceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			Evaluation of Antiviral Activity of South American Plant Extracts Against Herpes Simplex Virus Type 1 and Rabies Virus	Müller V. et. al.	Phytother Res. 2007 Oct;21(10):970-4	17604374
	Passiflora edulis	Passifloraceae				RABV		Aqueous extract			Evaluation of Antiviral Activity of South American Plant Extracts Against Herpes Simplex Virus Type 1 and Rabies Virus	Müller V. et. al.	Phytother Res. 2007 Oct;21(10):970-4	17604374
	Rubus imperialis	Rosaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			Evaluation of Antiviral Activity of South American Plant Extracts Against Herpes Simplex Virus Type 1 and Rabies Virus	Müller V. et. al.	Phytother Res. 2007 Oct;21(10):970-4	17604374
	Sloanea guianensis	Elaeocarpaceae				RABV		Methanol extract			Evaluation of Antiviral Activity of South American Plant Extracts Against Herpes Simplex Virus Type 1 and Rabies Virus	Müller V. et. al.	Phytother Res. 2007 Oct;21(10):970-4	17604374
	Eucalyptus camaldulensis	Myrtaceae			Picornaviridae	Poliovirus		Methanol extract			The antiviral activity of leaves of Eucalyptus camaldulensis (Dehn) and Eucalyptus torelliana (R. Muell)	Adeniyi BA. et. al.	Pak J Pharm Sci. 2015 Sep;28(5):1773-6	26408896
	Eucalyptus torelliana	Myrtaceae			Picornaviridae	Poliovirus		Methanol extract			The antiviral activity of leaves of Eucalyptus camaldulensis (Dehn) and Eucalyptus torelliana (R. Muell)	Adeniyi BA. et. al.	Pak J Pharm Sci. 2015 Sep;28(5):1773-6	26408896
	Duabanga grandiflora	Lythraceae				PRV		Ethanol extract			Antiviral and virucidal activities of Duabanga grandiflora leaf extract against Pseudorabies virus in vitro	Malik FZ. et. al.	BMC Complement Altern Med. 2016; 16: 139	27216794
	Datura metel Linn.	Solanaceae				RABV		Aqueous extract and Methanol extract			Evaluation of In vitro Antiviral Activity of Datura metel Linn. Against Rabies Virus	Roy S. et. al.	Pharmacognosy Res. 2016 Oct-Dec;8(4):265-269	27695266
	Aloe arborescens Mill.	Xanthorrhoeaceae	RNA	Class V	Orthomyxoviridae	Influenza virus				Bioaron C(®)	Antiviral activity of an aqueous extract derived from Aloe arborescens Mill. against a broad panel of viruses causing infections of the upper respiratory tract	Glatthaar-Saalmüller B. et. al.	Phytomedicine. 2015 Sep 15;22(10):911-20	26321740
	Isatis indigotica	Cruciferae				PRV				Indirubin	The cytotoxicity to leukemia cells and antiviral effects of Isatis indigotica extracts on pseudorabies virus	Hsuan SL. et. al.	J Ethnopharmacol. 2009 May 4;123(1):61-7	19429341
	Verbascum thapsus	Scrophulariaceae				PRV		Methanol extract			Antiviral effect and mode of action of methanolic extract of Verbascum thapsus L. on pseudorabies virus (strain RC/79)	Escobar FM. et. al.	Nat Prod Res. 2012;26(17):1621-5	21999656
	Melia azedarach	Meliaceae				PRV					Inhibition of the pseudorabies virus (Suis herpesvirus 1) by an antiviral agent isolated from the leaves of Melia azedarach	Descalzo AM. et. al.	Rev Argent Microbiol. 1989 Jul-Dec;21(3-4):133-40	2562074
	Eupatorium perfoliatum L.	Asteraceae	RNA	Class V	Orthomyxoviridae	Influenza virus		Hydroalcoholic extract			Antiviral activity of hydroalcoholic extract from Eupatorium perfoliatum L. against the attachment of influenza A virus	Derksen A. et. al.	J Ethnopharmacol. 2016 Jul 21;188:144-52	27178637
	Eleutherococcus senticosus	Araliaceae				Retrovirus					Antiviral activity of an extract derived from roots of Eleutherococcus senticosus	Glatthaar-Saalmüller B. et. al.	Antiviral Res. 2001 Jun;50(3):223-8	11397509
	Kumazasa	Poaceae				PRV			Polysaccharides		Anti pseudorabies virus activity of kumazasa extract	Iwata K. et. al.	Biocontrol Sci. 2010 Dec;15(4):123-8	21212504
	Glycyrrhiza glabra	Fabaceae				PRV				Diammonium glycyrrhizin	Antiviral effect of diammonium glycyrrhizinate and lithium chloride on cell infection by pseudorabies herpesvirus	Sui X. et. al.	Antiviral Res. 2010 Feb;85(2):346-53	19879899
	Melia azedarach	Meliaceae	DNA	Class I	Herpesviridae	HSV				Meliacine/ 28-deacetylsendanin	An antiviral principle present in a purified fraction from Melia azedarach L. leaf aqueous extract restrains herpes simplex virus type 1 propagation	Alche LE. et. al.	Phytother Res. 2002 Jun;16(4):348-52	12112291
	Rumex acetosa	Polygonaceae	RNA	Class V	Orthomyxoviridae	Influenza virus				3-O-galloylated procyanidins	3-O-galloylated procyanidins from Rumex acetosa L. inhibit the attachment of influenza A virus	Derksen A. et. al.	PLoS One. 2014 Oct 10;9(10):e110089	25303676
	Salvia plebeia	Lamiaceae	RNA	Class V	Orthomyxoviridae	Influenza virus		Methanol extract		Benzoylated monoterpene glycosides- Plebeiosides A, B	Antiviral activities of compounds from aerial parts of Salvia plebeia R. Br	Bang S. et. al.	J Ethnopharmacol. 2016 Nov 4;192:398-405	27647011
	Peganum harmala	Nitrariaceae	RNA	Class V	Orthomyxoviridae	Influenza virus		Ethyl alcohol extract	Alkaloid		In vitro antiviral effects of Peganum harmala seed extract and its total alkaloids against Influenza virus	Moradi MT. et. al.	Microb Pathog. 2017 Sep;110:42-49	28629724
	Opuntia streptacantha	Cactaceae	DNA	Class I	Herpesviridae	HSV					Antiviral properties of extract of Opuntia streptacantha	Ahmad A. et. al.	Antiviral Res. 1996 May;30(2-3):75-85	8783800
	Rhododendron ferrugineum	Ericaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			Inhibition of viral adsorption and penetration by an aqueous extract from Rhododendron ferrugineum L. as antiviral principle against herpes simplex virus type-1	Gescher K. et. al.	Fitoterapia. 2011 Apr;82(3):408-13	21129454
	Rumex acetosa	Polygonaceae	DNA	Class I	Herpesviridae	HSV		Acetone water extract			Oligomeric proanthocyanidins from Rumex acetosa L. inhibit the attachment of herpes simplex virus type-1	Gescher K. et. al.	Antiviral Res. 2011 Jan;89(1):9-18	21070811
	Ilex asprella	Aquifoliaceae	RNA	Class V	Orthomyxoviridae	Influenza virus				Triterpenoid saponin- Asprellcoside A	Bioactive glycosides from the roots of Ilex asprella	Peng MH. et. al.	Pharm Biol. 2016 Oct;54(10):2127-34	26957139
	Alchemilla mollis	Rosaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Anti-influenza activity of Alchemilla mollis extract: possible virucidal activity against influenza virus particles.	Makau JN. et. al.	Drug Discov Ther. 2013 Oct;7(5):189-95	24270383
	Punica granatum	Punicoideae	RNA	Class V	Orthomyxoviridae	Influenza virus				Ellagic acid, caffeic acid, luteolin, and punicalagin	Pomegranate (Punica granatum) purified polyphenol extract inhibits influenza virus and has a synergistic effect with oseltamivir	Haidari M. et. al.	Phytomedicine. 2009 Dec;16(12):1127-36	19586764
	Lactuca sativa var.	Asteraceae	DNA		Herpesviridae	CMV		Butanol extract, Ethyl acetate extract and Methanol extract	Phenolic compounds like flavonoids and tannins		Antioxidant, antibacterial, and antiviral effects of Lactuca sativa extracts	Edziri. et. al.	Industrial Crops and ProductsVolume 34, Issue 1, July 2011, Pages 1182-1185	
	Egyptian propolis	Honey Bee Secretion				IBDV		Ethanol extract		Caffeic acid	ANTIVIRAL ACTIVITY AND CHEMICAL COMPOSITION OF EUROPEAN AND EGYPTIAN PROPOLIS	Farghaly Ahlam A. et. al.	Proceedings of the 37th International Apicultural Congress	
	Glyptopetalum sclerocarpum	Celastraceae	DNA	Class I	Herpesviridae	HSV				Sclerocarpic acid- sesquiterpene	A new antiviral and antimicrobial sesquiterpene from Glyptopetalum sclerocarpum	Sotanaphun U. et. al.	Planta Med. 1999 Apr;65(3):257-8	10232073
	Sambucus nigra	Adoxaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Inhibition of several strains of influenza virus in vitro and reduction of symptoms by an elderberry extract (Sambucus nigra L.) during an outbreak of influenza B Panama	Zakay-Rones Z. et. al.	J Altern Complement Med. 1995 Winter;1(4):361-9	9395631
	Sambucus nigra	Adoxaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Inhibition of several strains of influenza virus in vitro and reduction of symptoms by an elderberry extract (Sambucus nigra L.) during an outbreak of influenza B Panama	Zakay-Rones Z. et. al.	J Altern Complement Med. 1995 Winter;1(4):361-9	9395631
	Sambucus nigra	Adoxaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Inhibition of several strains of influenza virus in vitro and reduction of symptoms by an elderberry extract (Sambucus nigra L.) during an outbreak of influenza B Panama	Zakay-Rones Z. et. al.	J Altern Complement Med. 1995 Winter;1(4):361-9	9395631
Angiosperm(Phanerogams)	Oenanthe javanica	Apiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)			Phenolics		In vivo and in vitro anti-hepatitis B virus activity of total phenolics from Oenanthe javanica	Han YQ. et. al.	J Ethnopharmacol. 2008 Jun 19;118(1):148-53	18495393
Angiosperm(Phanerogams)	Salvia miltiorrhiza	Lamiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Protocatechuic aldehyde	Protocatechuic aldehyde inhibits hepatitis B virus replication both in vitro and in vivo	Zhou Z. et. al.	Antiviral Res. 2007 Apr;74(1	17298850
	Agaricus brasiliensis	Agaricaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract and Ethanol extract	Polysaccharide		Antiviral activity of aqueous and ethanol extracts and of an isolated polysaccharide from Agaricus brasiliensis against poliovirus type 1/ Antiherpetic activity of a sulfated polysaccharide from Agaricus brasiliensis mycelia	Faccin LC. et. al.	Lett Appl Microbiol. 2007 Jul;45(1):24-8/ Antiviral Res. 2011 Oct;92(1):108-14	17594456/ 21787804
	Trichilia catigua	Meliaceae	DNA	Class I	Herpesviridae	HSV					Antiviral Activity of Trichilia catigua Bark Extracts for Herpesvirus and Poliovirus	Espada SF. et. al.	Curr Pharm Biotechnol. 2015;16(8):724-32	25941883
	Agaricus brasiliensis	Agaricaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract and Ethanol extract	Polysaccharide		Antiviral activity of aqueous and ethanol extracts and of an isolated polysaccharide from Agaricus brasiliensis against poliovirus type 1	Faccin LC. et. al.	Lett Appl Microbiol. 2007 Jul;45(1):24-8	17594456
	Trichilia catigua	Meliaceae				BHV					Antiviral Activity of Trichilia catigua Bark Extracts for Herpesvirus and Poliovirus	Espada SF. et. al.	Curr Pharm Biotechnol. 2015;16(8):724-32	25941883
Angiosperm(Phanerogams)	Nepeta nepetella	Lamiaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
Angiosperm(Phanerogams)	Nepeta coerulea	Lamiaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
Angiosperm(Phanerogams)	Nepeta tuberosa	Lamiaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
Angiosperm(Phanerogams)	Dittrichia viscosa	Asteraceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
Angiosperm(Phanerogams)	Sanguisorba minor magnolii	Rosaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
	Nepeta nepetella	lamiaceae	RNA		Picornaviridae	Poliovirus		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
	Nepeta coerulea	lamiaceae	RNA		Picornaviridae	Poliovirus		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
	Nepeta tuberosa	lamiaceae	RNA		Picornaviridae	Poliovirus		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
	Dittrichia viscosa	lamiaceae	RNA		Picornaviridae	Poliovirus		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
	Sanguisorba minor magnolii	lamiaceae	RNA		Picornaviridae	Poliovirus		Aqueous extract			Search for antiviral activity in higher plant extracts	Abad MJ. et. al.	Phytother Res. 2000 Dec;14(8):604-7	11113996
Angiosperm(Phanerogams)	Phyllanthus amarus	Phyllanthaceae	RNA	Class VI	Retroviridae	HIV		Alcohol extract, Aqueous extract and Methanol extract			Inhibition of hepatitis C virus replication by herbal extract: Phyllanthus amarus as potent natural source	Ravikumar YS. et. al.	Virus Res. 2011 Jun;158(1-2):89-97	21440018
	Lentinula edodes	Marasmiaceae				BHV		Aqueous extract and Methanol extract			Polysaccharide and extracts from Lentinula edodes: structural features and antiviral activity	Rincao VP. et. al.	Virol J. 2012 Feb 15;9:37	22336004
Angiosperm(Phanerogams)	Satureja boliviana	Lamiaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Antiviral activity of Bolivian plant extracts	Abad MJ. et. al.	Gen Pharmacol. 1999 Apr;32(4):499-503	10323492
Angiosperm(Phanerogams)	Baccharis genistelloides	Asteraceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Aqueous extract			Antiviral activity of Bolivian plant extracts	Abad MJ. et. al.	Gen Pharmacol. 1999 Apr;32(4):499-503	10323492
